Artist_Name,Birth_Year,Turnover,Sold Lots,Highest Price
Bruce Baillie,1931,,,
Bruce Beasley,1939,,,
Bruce Bennet,1961,,,
Bruce Blackburn,1938,,,
Bruce Boice,1941,,,
Bruce Chandler,1945,,,
Bruce Charlesworth,1950,,,
Bruce Conner,1933,,,
Bruce Davidson,1933,,,
Bruce Gilden,1946,,,
Bruce Gitlin,1942,,,
Bruce Hoertel/The New York Times,1923,,,
Bruce Horowitz,1949,,,
Bruce La Bruce,1964,,,
Bruce McClain,1944,,,
Bruce McLean,1944,,,
Bruce Nauman,1941,,,
Bruce Porter,1943,,,
Bruce Robbins,1948,,,
Bruce Sterling,1954,,,
Bruce Tippett,1933,,,
Bruce Weber,1946,,,
Bruce Witsiepe,1951,,,
Bruce Yonemoto,1949,,,
Bruno Barreto,1955,,,
Bruno Bozzetto,1938,,,
Bruno Ceccobelli,1952,,,
Bruno Dumont,1958,,,
Bruno Gironcoli,1936,,,
Bruno Monguzzi,1941,,,
Bruno Ninaber Van Eyben,1950,,,
Bruno Rousselot,1957,,,
Bruno Zehnder,1945,,,
Bryan Hunt,1947,,,
Bryan Singer,1965,,,
Bryce Cooper GraÃ±a Nicolini Arquitectos,1966,,,
Bud Esry,1920,,,
Bujar Alimani,1969,,,
Bureau Spectacular,2008,,,
Burhan Dogancay,1929,,,
Burk Uzzle,1938,,,
Butch Walker,1941,,,
Byron McClintock,1930,,,
Byron McKeeby,1936,,,
Byron Qually,1973,,,
Byung Hoon Choi,1952,,,
C. & I. HohenbÃ¼chler,1964,,,
C. Emanuele Ponzio,1923,,,
C. Whitney Bender,1929,,,
CÃ©cile B. Evans,1983,,,
CÃ©dric Klapisch,1961,,,
CÃ©sar (CÃ©sar Baldaccini),1921,,,
CÃ©sar Paternosto,1931,,,
CADA (Colectivo Acciones de Arte),1979,,,
Cady Noland,1956,2571250,2,2415000
Cai Guo-Qiang,1957,,,
Caio Fonseca,1959,,,
Caleb Crye,1975,,,
Calvin Marcus,1988,,,
Cameron Jamie,1969,,,
Cameron Platter,1978,,,
Cameron Rowland,1988,,,
Camille van den Brande,1966,,,
Campbell Orme,1982,,,
Campbell Scott,1961,,,
Candice Breitz,1972,,,
Candice Lenney,1949,,,
Candida HÃ¶fer,1944,,,
Candy Kugel,1951,,,
"Canon, Inc., Japan",1947,,,
Cao Fei,1978,,,
Cao GuimarÃ£es,1965,,,
"Capcom, Osaka",1983,,,
Capitol Records,1942,,,
Captain Beefheart (Don Van Vliet),1941,,,
Captain Cecil W. Stoughton,1920,,,
Cara DeVito,1951,,,
Carel Visser,1928,,,
Carey Maxon,1978,,,
Carl Andre,1935,,,
Carl Apfelschnitt,1948,,,
Carl AubÃ¶ck,1924,,,
Carl Bernhard Graf,1926,,,
Carl Chiarenza,1935,,,
Carl Fischer,1924,,,
Carl Fredrik ReuterswÃ¤rd,1934,,,
Carl Heinz Kliemann,1924,,,
Carl Jacobs,1925,,,
Carl Martin,1958,,,
Carl Norby,1935,,,
Carl Pope,1961,,,
Carl T. Gosset Jr./The New York Times,1924,,,
Carl Toth,1947,,,
Carla Arocha,1961,,,
Carla Liss,1944,,,
Carl-Arne Breger,1923,,,
Carlfriedrich Claus,1930,,,
Carl-Harry StÃ¥lhane,1920,,,
Carlo Bartoli,1931,,,
Carlo Bimbi,1944,,,
Carlo Cisventi,1929,,,
Carlo Guarienti,1923,,,
Carlo Mazzeri,1927,,,
Carlo Moretti,1934,,,
Carlo Nason,1935,,,
Carlos Alonso,1929,,,
Carlos Amorales,1970,,,
Carlos Bunga,1976,,,
Carlos Cruz-Diez,1923,,,
Carlos Faz Caimus,1931,,,
Carlos Garaicoa,1967,,,
Carlos GonzÃ¡lez Bogen,1920,,,
Carlos Granada,1933,,,
Carlos Irizarry,1938,,,
Carlos Maria Miguel Squirru,1934,,,
Carlos Raquel Rivera,1923,,,
Carlos Riart,1944,,,
Carlos Rivera,1971,,,
Carlos Rojas,1933,,,
Carlos Saura,1932,,,
Carlos Scliar,1920,,,
Carlos Silva,1930,,,
Carlos Zilio,1944,,,
"Carlson Technology, Inc.",1982,,,
Carme Pinos,1954,,,
Carmela Gross,1946,,,
Carmen Basile,1947,,,
Carmen L. Cicero,1926,,,
Carmen Perrin,1953,,,
Carol Block Taback,1941,,,
Carol Bove,1971,271786,4,150000
Carol Hepper,1953,,,
Carol Summers,1925,,,
Carole Benzaken,1964,,,
Carole Caroompas,1946,,,
Carole Seborovski,1960,,,
Carolee Schneemann,1939,,,
Carolien Vlieger,1975,,,
Caroline Bos,1959,,,
Caroline Feyt,1965,,,
Caroline Greenwald,1936,,,
Caroline Hebbe-Hammarskiold,1930,,,
Carrie Mae Weems,1953,303929,9,81250
Carroll Dunham,1949,2023584,44,591000
Carsten HÃ¶ller,1961,,,
Carsten Nicolai,1965,,,
Carter Mull,1977,,,
Casey Williams,1947,,,
Casio Computer Co. Ltd.,1957,,,
Castera Bazile,1923,,,
Catalina Parra,1940,,,
Catherine Breillat,1948,,,
Catherine Lee,1950,,,
Catherine Murphy,1946,,,
Catherine Opie,1961,,,
Catherine Wagner,1953,,,
Catherine Yass,1963,,,
Cathy Wilkes,1966,,,
CCP Games,1997,,,
Ce Roser,1930,,,
Ceal Floyer,1968,,,
Cecelia Condit,1947,,,
Cecily Brown,1969,27271037,27,6776200
Cecily Hoyt,1946,,,
Cedric Buchet,1974,,,
Cedric Hartman,1929,,,
Cedric Price,1934,,,
Celestino Piatti,1922,,,
Cengiz Ã‡ekil,1945,,,
Centrala Architects,2000,,,
Centrokappa Design and Communication,1972,,,
Cerith Wyn Evans,1958,,,
Cesar Pelli,1926,,,
Cesare ButtÃ©,1930,,,
Cesare Casati,1936,,,
Cesare Leonardi,1935,,,
Cesare Paolini,1937,,,
Cesare Peverelli,1922,,,
CFAN,1974,,,
ChÃ©ri Samba,1956,870532,29,70545
Chad Ferber,1975,,,
Chad McCail,1961,,,
Chaim Koppelman,1920,,,
Channa Horwitz,1932,,,
Chao Wang,1964,,,
Chargesheimer (Karl-Heinz Hargesheimer),1924,,,
Charisma Records,1969,,,
Charlene Liu,1975,,,
Charles Arnoldi,1946,,,
Charles Atlas,1949,,,
Charles Berger,1943,,,
Charles Burns,1955,,,
Charles Cajori,1921,,,
Charles Christopher Hill,1948,,,
Charles de Meaux,1967,,,
Charles Fahlen,1939,,,
Charles Gaines,1944,,,
Charles Gwathmey,1938,,,
Charles Hagen,1942,,,
Charles Harbutt,1935,,,
Charles Harrison,1931,,,
Charles Hinman,1932,,,
Charles Hossein Zenderoudi,1937,,,
Charles Klabunde,1934,,,
Charles Knowles,1939,,,
Charles Lassiter,1926,,,
Charles LeDray,1960,,,
Charles Long,1958,,,
Charles Martin,1952,,,
Charles Moore,1931,,,
Charles Nkosi,1949,,,
Charles O. Perry,1929,,,
Charles Pratt,1926,,,
Charles Ray,1953,,,
Charles Ray Frazier,1930,,,
Charles Roitz,1935,,,
Charles S. Anderson,1958,,,
Charles Seliger,1926,,,
Charles Simonds,1945,,,
Charles Spurrier,1930,,,
Charles W. Springman,1940,,,
Charles William Moss,1923,,,
Charles Zimmerman,1942,,,
Charline von Heyl,1960,577363,5,231250
Charlotte Moorman,1933,,,
Charlotte Posenenske,1930,,,
Chauncey Hare,1934,,,
Check  Boterf,1934,,,
Chema Cobo,1952,,,
Chen Shaoxiong,1962,,,
Chen Xi,1966,,,
Chen Zhen,1955,384569,2,228386
Cheryl Donegan,1962,,,
Cheryl Dunye,1966,,,
Cheryl Goldsleger,1951,,,
Chester Higgins Jr.,1946,,,
Cheyney Thompson,1975,,,
Chi Zhang,1977,,,
Chico Teixeira,1970,,,
Chikara Ohtagaki,1971,,,
Chin Hsiao,1935,,,
Chinn Yuen-Yuei,1923,,,
Chip Lord,1944,,,
Chitra Ganesh,1975,,,
Chivas Clem,1977,,,
Chloe Piene,1972,,,
Chris Ballantyne,1972,,,
Chris Burden,1946,,,
Chris Chapman,1964,,,
Chris Cunningham,1970,,,
Chris Dondorp,1970,,,
Chris Finley,1971,,,
Chris Frantz,1951,,,
Chris Hammerlein,1962,,,
Chris Hanson,1964,,,
Chris Johanson,1968,,,
Chris Kabel,1975,,,
Chris Killip,1946,,,
Chris Lasch,1972,,,
Chris Marker,1921,,,
Chris Miner,1973,,,
Chris Ofili,1968,839424,26,325000
Chris Schiavo,1961,,,
Chris Sugrue,1978,,,
Chris Vasell,1974,,,
Chris Weitz,1969,,,
Christian Belpaire,1949,,,
Christian Boltanski,1944,,,
Christian de Portzamparc,1944,,,
Christian Dotremont,1922,,,
Christian Eckart,1959,,,
Christian Flamm,1974,,,
Christian Fossier,1943,,,
Christian Hasucha,1955,,,
Christian Holstad,1972,,,
Christian Jaccard,1939,,,
Christian Jankowski,1968,,,
Christian Leborg,1966,,,
Christian Marc Schmidt,1977,,,
Christian Marclay,1955,,,
Christian Petzold,1960,,,
Christian Philipp MÃ¼ller,1957,,,
Christian Piper,1941,,,
Christian Richters,1958,,,
Christian Schumann,1970,,,
Christian Schwarzwald,1971,,,
Christian Vetter,1970,,,
Christian Wolff,1934,,,
Christiane Baumgartner,1967,,,
Christien Meindertsma,1980,,,
Christina Ramberg,1946,,,
Christine Hiebert,1960,,,
Christine Hill,1968,,,
Christine Osinski,1948,,,
Christo,1935,,,
Christoph RuckhÃ¤berle,1972,,,
Christoph Schlingensief,1960,,,
Christoph Tannert,1955,,,
Christoph Weisshaar,1980,,,
Christophe Cornubert,1963,,,
Christophe HonorÃ©,1970,,,
Christopher Blizzard,1973,,,
Christopher Brown,1951,,,
Christopher Bucklow,1957,,,
Christopher Connell,1954,,,
Christopher Giglio,1964,,,
Christopher Guest,1948,,,
Christopher Kenneally,1975,,,
Christopher Knowles,1959,,,
Christopher Le Brun,1951,,,
Christopher Loew,1963,,,
Christopher Martin Hofstetter,1944,,,
Christopher Nolan,1970,,,
Christopher Orr,1967,,,
Christopher P. James,1947,,,
Christopher R. Sharples,1963,,,
Christopher Williams,1956,,,
Christopher Wilmarth,1943,,,
Christopher Wool,1955,45494087,47,14472784
Christopher Zalla,1974,,,
Christy Astuy,1959,,,
Chryssa,1933,,,
Chto Delat (What is to be done?),2003,,,
Chuck Burton/Associated Press,1955,,,
Chuck Close,1940,,,
Chuck Hoberman,1956,,,
Chunghi Choo,1938,,,
ChuyÃªn BÃ¹i Thac,1968,,,
Cildo Meireles,1948,,,
Cindy Bernard,1959,,,
Cindy Sherman,1954,6836921,71,1252084
Cindy van den Bremen,1972,,,
Cinthia Marcelle,1974,,,
ClÃ¡udio Assis,1959,,,
Claes Oldenburg,1929,,,
Claire Barclay,1968,,,
Claire Denis,1948,,,
Clare Rojas,1976,,,
Clare Romano,1922,,,
Clare Stephenson,1972,,,
Clare Strand,1973,,,
Clarissa Sligh,1939,,,
Claude Beller,1945,,,
Claude Chabrol,1930,,,
Claude Closky,1963,,,
Claude Garache,1929,,,
Claude Lelouch,1937,,,
Claude Parent,1923,,,
Claude Viallat,1936,,,
Claude Viseux,1927,,,
Claudette Schreuders,1973,,,
Claudia Andujar,1931,,,
Claudia Comte,1983,,,
Claudia Hart,1955,,,
Claudia MÃ¼ller,1964,,,
Claudia Von Alemann,1943,,,
Claudio Bravo,1936,,,
Claudio Cesar,1955,,,
Claudio Salocchi,1934,,,
Claudy Jongstra,1963,,,
Claus Bonderup,1943,,,
Claus Joseph Riedel,1925,,,
Clayton Pond,1941,,,
Clean Call,1995,,,
Clear Blue Hawaii,2001,,,
Clegg and Guttmann,1957,,,
Clemens von Wedemeyer,1974,,,
Clemens Weisshaar,1977,,,
Clement Meadmore,1929,,,
Cliff Chi,1964,,,
Cliff Schiappa/Associated Press,1957,,,
Clifford Owens,1971,,,
Clifford Ross,1952,,,
Clint Eastwood,1930,,,
Clinton Hill,1922,,,
Clive Barker,1952,,,
Clive Donner,1926,,,
Clorindo Testa,1923,,,
"Cloud 9, Barcelona",1997,,,
Colette Alvarez Urbajtel,1934,,,
Colette Bangert,1934,,,
Colin Bulthaup,1976,,,
Colin Campbell,1942,,,
Colin Lanceley,1938,,,
Colin Lee,1953,,,
Colin Schuster,1931,,,
Colin Self,1941,,,
Colin Smith,1982,,,
Colin Williams,1948,,,
Colleen Browning,1923,,,
Colleen Frances Kenyon,1951,,,
Collier Schorr,1963,,,
Coloplast A/S,1957,,,
COMA Amsterdam / New York,1996,,,
Command Records,1959,,,
"Compagnie de L'EsthÃ©tique Industrielle (CEI) - Raymond Loewy, Paris",1952,,,
"Computer Design, Inc.",1988,,,
Congo (a Chimpanzee),1954,,,
"Congress of South African Trade Unions (COSATU), South Africa",1985,,,
Connie Imboden,1953,,,
Connor Everts,1928,,,
Conrad Atkinson,1940,,,
Conrad Botes,1969,,,
Conran Associates,1955,,,
Constance Brenner Vieira Da Cunha,1943,,,
Constant (Constant Anton Nieuwenhuys),1920,,,
Constantin Boym,1955,,,
Constantine Manos,1934,,,
Conte Candoli,1927,,,
Cook Laboratories Records,1952,,,
Coop Himmelb(l)au,1968,,,
Coort von Mannstein,1937,,,
Coosje van Bruggen,1942,,,
Coren Sharples,1965,,,
Corinna Belz,1970,,,
Corinne Cantrill,1928,,,
Corneille (Guillaume van Beverloo),1922,,,
Corneille Hannoset,1926,,,
Cornel Windlin,1964,,,
Cornelia Blatter,1960,,,
Cornelia Parker,1956,,,
Corrado Aroldi,1936,,,
Cory Arcangel,1978,866936,6,399000
Cosima von Bonin,1962,,,
Costa Gavras,1933,,,
Cotter Luppi,1966,,,
Coy Howard,1943,,,
Craig Braun,1939,,,
Craig Dykers,1961,,,
Craig Grimes,1956,,,
Craig Hodgetts,1937,,,
Craig Kauffman,1932,,,
Craig Schuster,1960,,,
Craigie Horsfield,1949,,,
Crash (John Matos),1961,,,
"Creative Playthings, Princeton, New Jersey",1949,,,
Crispin Jones,1974,,,
CristÃ³bal Lehyt,1973,,,
Cristian Mungiu,1968,,,
Cristiano Toraldo di Francia,1941,,,
Cristina Iglesias,1956,,,
Cristobal Palma,1974,,,
Cristos Gianakos,1934,,,
Critical Art Ensemble,1987,,,
Crye Associates,2000,,,
Curt Richter,1956,,,
Curtis Van Buren,1950,,,
Cy Twombly,1928,,,
Cyan,1992,,,
Cyprien Gaillard,1980,,,
DÃ©bora Mesa,1981,,,
DÃ©colletage Plastique Design Team,1945,,,
DÃ¶rte Eissfeldt,1950,,,
DÃ³ra Maurer,1937,,,
Daan van Golden,1936,,,
Dag Alveng,1953,,,
Dagoberto Rodriguez,1969,,,
Daido Moriyama,1938,,,
Dainese S.p.A.,1972,,,
Daisy Youngblood,1945,,,
Daizaburo Harada,1956,,,
Dale Henry,1931,,,
Dale Hoyt,1961,,,
Dale R. Caldwell,1929,,,
Dalibor Martinis,1947,,,
Dalibor Matanic,1975,,,
DamiÃ¡n Ortega,1967,,,
Damien Deroubaix,1972,,,
Damien Hirst,1965,29230253,328,4412500
Dan Asher,1947,,,
Dan Boord,1951,,,
Dan Budnik,1933,,,
Dan Christensen,1942,,,
Dan Dailey,1947,,,
Dan Dongeun Huh,1975,,,
Dan Fischer,1977,,,
Dan Flavin,1933,,,
Dan Friedman,1945,,,
Dan Graham,1942,,,
Dan McCarthy,1962,,,
Dan Miller,1961,,,
Dan Olson,1955,,,
Dan Perjovschi,1961,,,
Dan Peterman,1960,,,
Dan Rakgoathe,1937,,,
Dan Rizzie,1951,,,
Dan Sandin,1942,,,
Dan Stoenescu,1921,,,
Dan Walsh,1960,,,
Dana Atchley,1941,,,
Dana Duff,1955,,,
Dana Salvo,1952,,,
Dana Schutz,1976,673809,9,341308
"Danese S.r.l., Italy",1955,,,
Danh Vo,1975,2225063,14,378772
Dani Leventhal,1972,,,
DaniÃ¨le Nyst,1942,,,
Daniel Askill,1977,,,
Daniel Baranowsky,1984,,,
Daniel Blochwitz,1973,,,
Daniel Buren,1938,,,
Daniel Burman,1973,,,
Daniel Egg,1973,,,
Daniel F. Cudzik,1934,,,
Daniel Ferrara,1941,,,
Daniel Freitag,1972,,,
Daniel Gordon,1980,,,
Daniel Grataloup,1937,,,
Daniel Joseph Martinez,1957,,,
Daniel Kelly,1947,,,
Daniel Lang,1935,,,
Daniel LaRue Johnson,1938,,,
Daniel Libeskind,1946,,,
Daniel Ohene-Adu,1952,,,
Daniel Ranalli,1946,,,
Daniel Reeves,1948,,,
Daniel Richter,1962,1583825,61,318579
Daniel Rowen,1953,,,
Daniel S. Williams,1942,,,
Daniel Schmid,1941,,,
Daniel Sinsel,1976,,,
Daniel Spoerri,1930,,,
Daniel Suter,1960,,,
Daniel Zeller,1965,,,
Daniela Haufe,1966,,,
Daniela Rossell,1973,,,
Danielle Arbid,1970,,,
Danielle Jaeggi,1945,,,
Danilo Aroldi,1925,,,
Danilo Barbosa,1949,,,
Dannielle Tegeder,1971,,,
Danny (Danny Pierce),1920,,,
Danny Boyle,1956,,,
Danny Lyon,1942,,,
Dante Bandini,1940,,,
Danuta Lesczynska-Kluza,1926,,,
Dara Birnbaum,1946,,,
Dara Friedman,1968,,,
Darezhan Omirbayev,1958,,,
Dargoljub Pavlov,1940,,,
Dario Bartolini,1943,,,
Dario Montagni,1929,,,
Darrel Ellis,1958,,,
Darrell Landrum,1924,,,
Darren Almond,1971,,,
Darren Aronofsky,1969,,,
DAS INSTITUT,2007,,,
Dasha Shishkin,1977,,,
Dave Heath,1931,,,
Dave Muller,1964,,,
Dave Stewart,1952,,,
David Annesley,1936,,,
David Arnoff,1951,,,
David Aronson,1923,,,
David Askevold,1940,,,
David Bates,1952,,,
David Bentley,1938,,,
David Bowie,1947,,,
David Bradshaw,1944,,,
David Budd,1927,,,
David Bush,1948,,,
David Byrne,1952,,,
David Childs,1941,,,
David Chipperfield,1953,,,
David Claerbout,1969,,,
David Cort,1935,,,
David Cronenberg,1943,,,
David Cuartielles,1974,,,
David Deutsch,1943,,,
David Diao,1943,,,
David Dobkin,1969,,,
David Fincher,1962,,,
David France,1948,,,
David Freed,1936,,,
David Freund,1937,,,
David Gammon,1933,,,
David Goldblatt,1930,,,
David Goldes,1947,,,
David Gordon,1936,,,
David Gordon Green,1975,,,
David Hammons,1943,,,
David Hartt,1967,,,
David Haythornthwaite,1978,,,
David Henry Gerson,1985,,,
David Hockney,1937,,,
David Holzman,1943,,,
David Hominal,1976,,,
David Inshaw,1943,,,
David Ireland,1930,,,
David J. Lewis,1966,,,
David Jacob,1928,,,
David Jeffrey,1956,,,
David Kelley,1972,,,
David Korty,1971,,,
David Kravitz,1957,,,
David Lamelas,1946,,,
David Lance Goines,1945,,,
David Lang,1929,,,
David Law,1937,,,
David Leach,1946,,,
David Levinthal,1949,,,
David Lewis,1939,,,
David Ligare,1945,,,
David Lusby,1954,,,
David Lynch,1946,,,
David Maljkovic,1973,,,
David Mamet,1947,,,
David Marshall Graham,1952,,,
David Maysles,1931,,,
David Mellis,1980,,,
David Moreno,1957,,,
David Musgrave,1973,,,
David Noonan,1969,,,
David Novros,1941,,,
David O. Russell,1958,,,
David Opdyke,1969,,,
David Palladini,1946,,,
David Pilbrow,1940,,,
David Plowden,1932,,,
David Prentice,1943,,,
David Prifti,1961,,,
David Rabinowitch,1943,,,
David Reinfurt,1971,,,
David Robilliard,1952,,,
David Rose,1936,,,
David Rowland,1924,,,
David Salle,1952,2883528,26,794461
David Sandbach,1963,,,
David Saunders,1954,,,
David Scher,1952,,,
David Seltzer,1947,,,
David Shapiro,1944,,,
David Shaw,1965,,,
David Shen,1958,,,
David Shrigley,1968,,,
David Simpson,1928,,,
David Small,1965,,,
David Spear,1937,,,
David Stephenson,1955,,,
David Storey,1948,,,
David T. Hanson,1948,,,
David Thorne,1960,,,
David Tindle,1932,,,
David Tremlett,1945,,,
David Trowbridge,1945,,,
David True,1942,,,
David Tudor,1926,,,
David V. Hayes,1931,,,
David Vestal,1924,,,
David Webster,1947,,,
David Weinrib,1924,,,
David Weiss,1946,,,
David Wing,1947,,,
David Wojnarowicz,1954,1065375,4,708500
David Yates,1963,,,
Davide Cantoni,1965,,,
Davide Mercatali,1948,,,
Davidson Gigliotti,1939,,,
Davor Vrankic,1965,,,
Davorin Savnik,1929,,,
Dawn Clements,1958,,,
Dawoud Bey,1953,,,
Day Gleeson,1948,,,
Dayanita Singh,1961,,,
Daze (Chris Ellis),1962,,,
De Wain Valentine,1936,,,
Dean Chapman,1965,,,
Dean Edgington,1976,,,
Dean L. Fisher,1923,,,
Dean Lubensky,1966,,,
Deana Lawson,1979,,,
Debnath Basu,1961,,,
Deborah Adler,1975,,,
Deborah de Moulpied,1933,,,
Deborah Fleming Caffery,1948,,,
Deborah Gottheil Nehmad,1952,,,
Deborah Kass,1952,,,
Deborah Oropallo,1954,,,
Deborah Stratman,1960,,,
Deborah Sussman,1931,,,
Deborah Turbeville,1932,,,
Debra Hampton,1971,,,
Decca Records,1929,,,
deepdesign,1995,,,
Deimantas Narkevicius,1964,,,
Deirdre Burnett,1939,,,
Dejan Grba,1967,,,
Delia R. Gonzalez,1972,,,
Delia Smith,1941,,,
Delphine Seyrig,1932,,,
Demakersvan,2004,,,
Denis Brihat,1928,,,
Denis Santachiara,1950,,,
Denis Villeneuve,1967,,,
Denise Green,1946,,,
Denise Scott Brown,1931,,,
Dennis Adams,1948,,,
Dennis Anderson,1948,,,
Dennis Carlson,1946,,,
Dennis Day,1960,,,
Dennis Evans,1946,,,
Dennis Farber,1946,,,
Dennis Hearne,1947,,,
Dennis Hopper,1936,,,
Dennis Kardon,1950,,,
Dennis Loesch,1979,,,
Dennis Masi,1942,,,
Dennis Oppenheim,1938,,,
Dennis Pies,1947,,,
Dennis Thomas,1955,,,
Dennis Wheeler,1935,,,
Deph,1979,,,
Derek Boshier,1937,,,
Derek Cianfrance,1973,,,
Derek Jarman,1942,,,
Derek Ryden,1956,,,
Deryck Healy,1937,,,
Desalto,1991,,,
"Design Against Crime Research Initiative, Central Saint Martins College of Art and Design",2000,,,
Design Collaborative Montreal Ltd.,1965,,,
"Design Continuum, Inc.",1983,,,
Design Interactions Department,1989,,,
Designskolen Kolding,1967,,,
Detlef Fiedler,1955,,,
Devo,1973,,,
Dezerter,1981,,,
Diamela Eltit,1949,,,
Diana Agrest,1945,,,
Diana Balton,1958,,,
Diana Barrie,1952,,,
Diana Michener,1940,,,
Diana Thater,1962,,,
Diane Arbus,1923,,,
Diane Bonder,1960,,,
Diane Lewis,1951,,,
Diane Neumaier,1946,,,
Diane Victor,1964,,,
Diango Hernandez,1970,,,
Dick Grant,1950,,,
Dick Higgins,1938,,,
Dick Lebowitz,1937,,,
Dick Wray,1933,,,
Dickon Isaacs,1971,,,
Didier Faustino,1968,,,
Didier Rittener,1969,,,
Didier Vermeiren,1951,,,
Diederick Van Kleef,1954,,,
Diego Lerman,1976,,,
Dieter Appelt,1935,,,
Dieter Meier,1945,,,
Dieter Rams,1932,,,
Dieter Roth,1930,,,
Dieter Schnebel,1930,,,
Dietrich Lubs,1938,,,
Dieudonne Cedor,1925,,,
Dike Blair,1952,,,
Diller + Scofidio,1979,,,
Diller Scofidio + Renfro,1979,,,
Dimitri Devyatkin,1949,,,
Dimitri Hadzi,1921,,,
Dimitri Mikhailovich Krasnopevtsev,1925,,,
Dimitri Petrovich Plavinsky,1937,,,
Dimitrije Martinovic,1951,,,
Dinh Q. LÃª,1968,,,
Dinos Chapman,1962,,,
Dirk Bell,1969,,,
Dirk Paesmans,1965,,,
Dirk Vander Kooij,1983,,,
DIS,2010,,,
Djamila Sahraoui,1950,,,
Djamshed Usmonov,1965,,,
Djibril Diop MambÃ©ty,1945,,,
D-L Alvarez,1965,,,
dlandstudio,2005,,,
Dmitry Troitsky,1971,,,
Do Ho Suh,1962,,,
DoDo Jin Ming,1955,,,
Dody Weston Thompson,1923,,,
Dolores Dembus Bittleman,1931,,,
Dolores Zinny,1968,,,
Domenico Bianchi,1955,,,
Domenico Gnoli,1933,,,
Domingo Garcia,1932,,,
Domingo LÃ³pez,1942,,,
Dominik Steiger,1940,,,
Dominique Berretty/Black Star Publishing Co.,1925,,,
Dominique Gonzalez-Foerster,1965,,,
Dominique Perrault,1953,,,
"Dominique Perrault Architecture, Paris",1981,,,
Don Argott,1972,,,
Don Brown,1962,,,
Don Doe,1963,,,
Don Donaghy,1936,,,
Don Eddy,1944,,,
Don Hogan Charles/The New York Times,1938,,,
Don Hunstein,1928,,,
Don Nice,1932,,,
Don Ornitz,1920,,,
Don Rodan,1950,,,
Don Roos,1955,,,
Don Wight,1924,,,
Don Worth,1924,,,
Dona Ann McAdams,1954,,,
Donald  Kaufman,1935,,,
Donald Ashcraft,1927,,,
Donald Baechler,1956,282999,35,52500
Donald Blumberg,1935,,,
Donald C. Fritz,1950,,,
Donald Elliot Ingber,1956,,,
Donald Fagen,1948,,,
Donald Genaro,1932,,,
Donald Judd,1928,,,
Donald Moffett,1955,,,
Donald Munson,1945,,,
Donald R. Knorr,1922,,,
Donald Saff,1937,,,
Donald Sultan,1951,255581,59,47500
Donald T. Chadwick,1936,,,
Donald Urquhart,1963,,,
Donato D'Urbino,1935,,,
Dondi (Donald Joseph White),1961,,,
Dongkuk S. Ahn,1937,,,
Donigan Cumming,1947,,,
Doris Dorrie,1955,,,
Doris Salcedo,1958,642216,3,471000
Dorit Margreiter,1967,,,
Doron Rabinovici,1961,,,
Dorota Jurczak,1978,,,
Doroteo Arnaiz,1936,,,
Dorothea Rockburne,1932,,,
Dorothy Ruddick,1925,,,
"Doshi Levien, UK",2000,,,
Dotty Attie,1938,,,
Doug Aitken,1968,,,
Doug Dubois,1960,,,
Doug Edge,1942,,,
Doug Hall,1944,,,
Doug Liman,1965,,,
Doug Melnyck,1952,,,
Doug Michels,1943,,,
Doug Olson,1961,,,
Doug Rickard,1968,,,
Doug Sweetland,1974,,,
Douglas Baz,1943,,,
Douglas Blau,1955,,,
Douglas C. Pizac/Associated Press,1954,,,
Douglas Craft,1924,,,
Douglas Darden,1951,,,
Douglas Davis,1933,,,
Douglas Easterly,1968,,,
Douglas Gordon,1966,,,
Douglas Huebler,1924,,,
Douglas Kelley,1928,,,
Douglas Kolk,1963,,,
Douglas Prince,1943,,,
Douglas Sandhage,1947,,,
Douglas Schein,1973,,,
Douglas Schwartz,1944,,,
Dove Bradshaw,1949,,,
Downtown Community TV Center,1972,,,
Dr. Dre,1965,,,
Dr. Gerfried Sperl,1941,,,
Dr. Howard Wright,1956,,,
Dr. Lakra (JerÃ³nimo LÃ³pez RamÃ­rez),1970,,,
Dryden Goodwin,1971,,,
Duan Jinchuan,1962,,,
Duane Michals,1932,,,
Duncan Campbell,1972,,,
Duncan Turner,1979,,,
Dunne & Raby,1994,,,
"Duracell International Inc., Bethel, Connecticut",1944,,,
Duro Bag Manufacturing Company,1953,,,
Dusan Dzamonja,1928,,,
Dwain Faubion,1921,,,
"Dyson Ltd., England",1993,,,
E. V. Day,1968,,,
"e2v Technologies, Ltd.",1947,,,
Earl Childress,1956,,,
Earl Iversen,1943,,,
Earl Miller,1930,,,
Earl Rennison,1965,,,
Earle Brown,1926,,,
Eben Eliason,1982,,,
Eberhard GÃ¶schel,1943,,,
Eberhard Grames,1953,,,
Eberhard Havekost,1967,,,
Eberhard Marhold,1943,,,
Ecke Bonk,1953,,,
Ed Atkins,1982,,,
Ed Baynard,1940,,,
Ed Bereal,1937,,,
Ed Bowes,1944,,,
Ed Clark,1926,,,
Ed Emshwiller,1925,,,
Ed Feingersh,1925,,,
Ed Grazda,1947,,,
Ed Kilduff,1970,,,
Ed Moses,1926,,,
Ed Sommer,1932,,,
Ed van Der Elsken,1925,,,
Edda Renouf,1943,,,
Eddie Adams / Associated Press,1933,,,
Eddie Hausner/The New York Times,1926,,,
Eder Santos,1960,,,
Edgar Arceneaux,1972,,,
Edgar HonetschlÃ¤ger,1963,,,
